denovo5394	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Apiotrichum;s__Apiotrichum_gamsii	8e-140	SH014816.07FU_AF444424_refs
denovo8441	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__unidentified;s__unidentified	9e-97	SH021556.07FU_HF970340_reps
denovo8336	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lycoperdaceae;g__Calvatia;s__Calvatia_gigantea	7e-156	SH001143.07FU_DQ112623_refs
denovo8339	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiomycetes_ord_Incertae_sedis;f__Symmetrosporaceae;g__Symmetrospora;s__Symmetrospora_foliicola	2e-32	SH022244.07FU_AF444521_refs
denovo8338	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	3e-31	SH005960.07FU_HM240102_reps
denovo8449	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	9e-41	SH628506.07FU_UDB033363_reps
denovo8448	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1e-24	SH032761.07FU_JF926920_reps
denovo8262	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-171	SH010305.07FU_JX042757_reps
denovo619	k__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Cystobasidium;s__Cystobasidium_pinicola	8e-131	SH013591.07FU_AF444292_refs
denovo618	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__unidentified	6e-122	SH020860.07FU_KM246176_reps
denovo617	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	5e-18	SH490165.07FU_HG917378_reps
denovo616	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonales;f__Endogonales_fam_Incertae_sedis;g__Densospora;s__unidentified	4e-37	SH494832.07FU_UDB002714_reps
denovo615	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria;s__unidentified	1e-31	SH491185.07FU_KR061311_reps
denovo614	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-33	SH005960.07FU_HM240102_reps
denovo613	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__unidentified	1e-18	SH019559.07FU_AY174705_reps
denovo612	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	1e-49	SH628506.07FU_UDB033363_reps
denovo611	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-33	SH005960.07FU_HM240102_reps
denovo610	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina;s__unidentified	1e-64	SH016347.07FU_GQ240919_refs
denovo5512	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambispora;s__unidentified	1e-114	SH019560.07FU_AY236277_reps
denovo5513	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea	9e-54	SH010799.07FU_EU379226_reps
denovo5510	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	7e-23	SH490165.07FU_HG917378_reps
denovo5511	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma;s__Entoloma_byssisedum	5e-138	SH007577.07FU_UDB015478_refs
denovo5516	k__unidentified;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-26	SH010780.07FU_EU825615_reps
denovo5517	k__Fungi;p__Ascomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	4e-151	SH003788.07FU_KC884360_reps
denovo5514	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Trichophaea;s__Trichophaea_woolhopeia	1e-30	SH014443.07FU_GU811248_reps
denovo5515	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	1e-15	SH490165.07FU_HG917378_reps
denovo5518	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae;g__unidentified;s__unidentified	0.0	SH011566.07FU_GQ907261_reps
denovo5519	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	4e-43	SH030022.07FU_KF296992_reps
denovo11479	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__unidentified	2e-146	SH032237.07FU_GQ850443_refs
denovo2157	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	8e-23	SH490165.07FU_HG917378_reps
denovo2156	k__Fungi;p__Basidiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-26	SH016260.07FU_HQ211860_reps
denovo2155	k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__unidentified;g__unidentified;s__unidentified	5e-43	SH029520.07FU_JN569129_reps
denovo4956	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__unidentified;s__unidentified	1e-144	SH029700.07FU_GU220703_reps
denovo2153	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__unidentified	2e-44	SH005075.07FU_AB519800_refs
denovo2152	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Geastrales;f__Geastraceae;g__Nidulariopsis;s__Nidulariopsis_iowensis	1e-141	SH027405.07FU_AY650244_reps
denovo2151	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	3e-34	SH005960.07FU_HM240102_reps
denovo2150	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__unidentified	2e-134	SH032237.07FU_GQ850443_refs
denovo2283	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	5e-46	SH628506.07FU_UDB033363_reps
denovo9318	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-35	SH487971.07FU_KU582076_reps
denovo9319	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	7e-23	SH490165.07FU_HG917378_reps
denovo2159	k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria;s__Phaeosphaeria_caricicola	3e-102	SH023260.07FU_AF439474_reps
denovo2158	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	6e-24	SH487971.07FU_KU582076_reps
denovo3204	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Powellomycetaceae;g__Powellomyces;s__Powellomyces_hirtus	4e-37	SH032829.07FU_KU515610_reps
denovo3205	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	5e-40	SH487971.07FU_KU582076_reps
denovo3206	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellaceae;g__Cryptococcus;s__unidentified	8e-134	SH020869.07FU_DQ421212_reps
denovo3207	k__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Eremiomyces;s__Eremiomyces_magnisporus	1e-21	SH016444.07FU_JN032128_refs
denovo3200	k__Fungi;p__Chytridiomycota;c__Spizellomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces;s__Spizellomyces_pseudodichotomus	8e-54	SH014588.07FU_GQ160458_reps
denovo3201	k__Fungi;p__Monoblepharomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__unidentified;g__unidentified;s__unidentified	2e-36	SH029520.07FU_JN569129_reps
denovo3202	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1e-46	SH005960.07FU_HM240102_reps
denovo3203	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__unidentified;g__unidentified;s__unidentified	2e-32	SH027951.07FU_JX974806_reps
denovo10301	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	4e-43	SH032764.07FU_HM240097_reps
denovo3208	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__unidentified;g__unidentified;s__unidentified	5e-61	SH032949.07FU_AF444315_reps
denovo3209	k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	7e-30	SH032821.07FU_HQ191342_reps
denovo8601	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe;s__Inocybe_hirtella	2e-131	SH016606.07FU_AM882934_refs
denovo8703	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria;s__Verrucaria_calciseda	3e-25	SH490040.07FU_KM371435_reps
denovo11472	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Leucoagaricus;s__Leucoagaricus_pilatianus	9e-53	SH022008.07FU_AY243626_reps
denovo8704	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	2e-20	SH490165.07FU_HG917378_reps
denovo8603	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	3e-20	SH490165.07FU_HG917378_reps
denovo8257	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_harderi	2e-21	SH033727.07FU_DQ485595_reps
denovo9178	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_amoeboidea	8e-122	SH006229.07FU_HQ630346_refs
denovo9179	No blast hit	None	None
denovo8602	k__Fungi;p__Rozellomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	4e-55	SH025802.07FU_KF296911_reps
denovo8706	k__Fungi;p__Chytridiomycota;c__Rhizophydiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydium;s__unidentified	2e-42	SH014968.07FU_FN391362_reps
denovo9170	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	3e-44	SH005960.07FU_HM240102_reps
denovo11477	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-45	SH005960.07FU_HM240102_reps
denovo9172	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__unidentified;f__unidentified;g__unidentified;s__unidentified	7e-35	SH032100.07FU_JN544478_reps
denovo8255	k__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Peltigerales;f__Collemataceae;g__Physma;s__Physma_radians	8e-17	SH024628.07FU_KM887873_reps
denovo9174	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Tulasnellaceae;g__unidentified;s__unidentified	9e-171	SH011566.07FU_GQ907261_reps
denovo9175	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	4e-31	SH005960.07FU_HM240102_reps
denovo9176	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora;s__Acaulospora_punctata	2e-106	SH013528.07FU_FR846384_reps
denovo11476	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria;s__Clavaria_falcata	1e-61	SH492576.07FU_KC759445_reps
denovo2289	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	4e-40	SH628506.07FU_UDB033363_reps
denovo11474	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-33	SH005960.07FU_HM240102_reps
denovo9201	k__Fungi;p__Glomeromycota;c__Archaeosporomycetes;o__Archaeosporales;f__unidentified;g__unidentified;s__unidentified	9e-146	SH029473.07FU_AM420385_refs
denovo1352	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	1e-40	SH628506.07FU_UDB033363_reps
denovo9491	k__Fungi;p__Mucoromycota;c__Endogonomycetes;o__Endogonales;f__Endogonales_fam_Incertae_sedis;g__Densospora;s__unidentified	7e-48	SH494832.07FU_UDB002714_reps
denovo4009	k__Fungi;p__Chytridiomycota;c__Rhizophlyctidomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis;s__Rhizophlyctis_rosea	3e-41	SH011870.07FU_EU379205_reps
denovo4008	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius;s__Lactarius_saponaceus	5e-18	SH490165.07FU_HG917378_reps
denovo5928	k__unidentified;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	3e-35	SH019891.07FU_EU490131_reps
denovo4003	k__Fungi;p__Chytridiomycota;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-112	SH028935.07FU_JX675112_reps
denovo4002	k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Mrakiaceae;g__Udeniomyces;s__Udeniomyces_kanasensis	4e-34	SH011746.07FU_JQ002681_refs
denovo4001	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	4e-34	SH628506.07FU_UDB033363_reps
denovo4000	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1e-34	SH005960.07FU_HM240102_reps
denovo4007	k__Fungi;p__unidentified;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	2e-20	SH488104.07FU_KM376909_reps
denovo4006	k__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Gigasporales;f__Gigasporaceae;g__Dentiscutata;s__Dentiscutata_erythropus	3e-22	SH019941.07FU_FR750142_refs
denovo4005	k__Plantae;p__Chlorophyta;c__Trebouxiophyceae;o__Trebouxiales;f__Trebouxiaceae;g__Trebouxia;s__Trebouxia_decolorans	4e-43	SH628506.07FU_UDB033363_reps
denovo4004	k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_humilis	1e-169	SH014923.07FU_JN943793_refs
denovo8683	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1e-31	SH005960.07FU_HM240102_reps
denovo6355	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	1e-33	SH005960.07FU_HM240102_reps
denovo6354	k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__unidentified;g__unidentified;s__unidentified	1e-67	SH023294.07FU_JX042975_reps
denovo6357	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__unidentified;s__unidentified	6e-147	SH008933.07FU_GQ405555_reps
denovo6356	k__Rhizaria;p__Cercozoa;c__unidentified;o__unidentified;f__unidentified;g__unidentified;s__unidentified	8e-42	SH005960.07FU_HM240102_reps
denovo6351	k__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Exidiaceae;g__Basidiodendron;s__unidentified	9e-78	SH000087.07FU_JF519305_reps
